Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
79,-147.87698,41.159275,-283.6054,-74.144356,466.2154,11.0,500.0,-1.1841631,-3.538632,-0.6844919,0.05487649,-1.9438987,0.5501561,-0.05487649,0.010261044,-0.0020197113,-0.0038231364,0.26181743,0.0016502381,80.0,37656,1.0103037,0.00018299999999999998,-77.90284729003906,36.013145446777344,0.3143899884524414,2528000,183,13385
80,-137.90723,41.12068,-254.35585,-75.59106,433.03125,8.0,500.0,-1.0905002,-3.1776016,-0.6498518,0.048198447,-1.8254133,0.6065151,-0.048198447,0.010402745,-0.0020627638,-0.0032392037,0.25384995,0.0016877673,80.0,37656,1.0093515,0.00018149999999999997,-77.22514343261719,36.81169509887695,0.3118950102025586,2560000,185,13810
81,-130.63344,44.11084,-283.17862,-59.478638,477.625,10.0,500.0,-0.99844635,-2.2584598,-0.60032904,0.049690735,-1.5665399,0.50066006,-0.04969073,0.00704131,-0.0016103514,-0.0029212106,0.24581812,0.0015009942,80.0,37656,1.0101254,0.00017999999999999998,-76.53665161132812,37.62179946899414,0.30939998805568575,2592000,187,13913
82,-126.37539,43.032665,-225.93497,-56.71135,460.76923,13.0,500.0,-0.9377092,-2.902086,-0.53746474,0.045614433,-1.1825409,0.4894685,-0.045614436,0.006502522,-0.0015368239,-0.002596549,0.23772143,0.0015441265,80.0,37656,1.00862,0.00017849999999999997,-75.85795593261719,38.39752960205078,0.306904985005591,2624000,190,13790
83,-123.631805,36.304962,-239.14629,-59.032772,409.85294,9.0,500.0,-0.8764217,-2.155603,-0.53034085,0.037304416,-1.8080312,0.48264936,-0.037304416,0.008966448,-0.0018041873,-0.0019553793,0.2295587,0.0017465594,80.0,37656,1.0084355,0.00017700000000000002,-75.19062805175781,39.12676239013672,0.30440999717997913,2656000,192,13627
84,-123.05682,39.925102,-227.38008,-53.472828,484.93848,9.0,500.0,-0.85060036,-2.703856,-0.5078306,0.041728165,-1.6613498,0.46974856,-0.041728165,0.0056611584,-0.0013690644,-0.002178123,0.22132874,0.0015119611,80.0,37656,1.0090687,0.00017549999999999998,-74.53206634521484,39.81974792480469,0.3019149927414861,2688000,194,13881
85,-106.74228,31.81024,-209.92046,-50.35948,436.2388,8.0,500.0,-0.7637587,-2.7156312,-0.36303055,0.04053248,-1.4354248,0.63226616,-0.04053248,0.0059113093,-0.0014957224,-0.0019463771,0.21303043,0.0015145601,80.0,37656,1.0098364,0.000174,-73.85784149169922,40.549659729003906,0.29941998469562436,2720000,197,13561
86,-106.55035,28.232233,-229.13492,-45.545742,422.0,9.0,500.0,-0.71983385,-1.7847258,-0.036996447,0.030680317,-1.6985633,0.40159595,-0.030680317,0.0074375337,-0.0015881932,-0.0014599563,0.20466281,0.0016135415,80.0,37656,1.0074196,0.00017249999999999996,-73.20599365234375,41.20966720581055,0.29692499393873417,2752000,199,13613
87,-103.820145,23.408234,-165.8136,-57.963955,420.98508,10.0,500.0,-0.6615052,-2.3792784,-0.27646583,0.030653263,-1.7187884,0.5988015,-0.030653263,0.0064364895,-0.0015193062,-0.0018754196,0.1962246,0.001526254,80.0,37656,1.0082723,0.000171,-72.5534439086914,41.863975524902344,0.29443001408819147,2784000,201,13980
88,-97.10547,25.748001,-150.91531,-43.965202,454.23438,8.0,500.0,-0.61735964,-2.097035,-0.33955613,0.028648376,-1.7226737,0.6713502,-0.028648376,0.005232814,-0.00129551,-0.0010931015,0.18771447,0.0016030406,80.0,37656,1.0080168,0.00016949999999999997,-71.90503692626953,42.500125885009766,0.29193501289612817,2816000,204,13171
89,-98.141945,26.627825,-230.11781,-53.604954,427.1077,10.0,500.0,-0.5873332,-3.3406017,-0.22809023,0.024197724,-1.6524787,0.5524712,-0.024197722,0.0057929037,-0.0014584949,-0.0009410357,0.17913125,0.0017034265,80.0,37656,1.009171,0.000168,-71.2708740234375,43.100196838378906,0.28944000266852465,2848000,206,14063
90,-93.00946,27.642002,-214.08815,-45.92915,440.06152,10.0,500.0,-0.54816836,-2.102883,-0.30260348,0.025411664,-1.511033,0.48777586,-0.025411662,0.0050664265,-0.0013894618,-0.0011835699,0.17047381,0.0016473577,80.0,37656,1.008719,0.00016649999999999995,-70.63875579833984,43.687889099121094,0.2869450044930249,2880000,209,13760
91,-88.80374,18.51975,-148.64453,-45.953484,469.40625,9.0,500.0,-0.5061935,-1.8301293,-0.2757836,0.021821382,-1.3713167,0.5319384,-0.021821383,0.0027525204,-0.0009103795,-0.0008557888,0.16174078,0.0014153784,80.0,37656,1.0063722,0.000165,-70.01480102539062,44.247894287109375,0.28445001424858274,2912000,211,13686
92,-88.786255,29.72537,-214.78452,-35.992737,417.92188,9.0,500.0,-0.4812805,-2.858141,-0.20884979,0.018626435,-1.7529236,0.8059056,-0.018626433,0.005785361,-0.0014355017,-0.0011706715,0.15293074,0.0016149625,80.0,37656,1.0068219,0.00016349999999999996,-69.40076446533203,44.78861618041992,0.2819550040084756,2944000,213,13748
93,-82.372986,24.881002,-155.33966,-35.082073,433.36923,7.0,500.0,-0.44722897,-2.1758232,-0.1473172,0.020564944,-1.7915659,0.5388183,-0.020564944,0.0042573777,-0.0012212251,-0.0010815223,0.14404237,0.0015176086,80.0,37656,1.0061978,0.000162,-68.78805541992188,45.32120895385742,0.27945999006879996,2976000,216,13890
94,-82.01014,24.180992,-142.82234,-35.95012,456.8,10.0,500.0,-0.41822666,-2.7159863,-0.09989185,0.017781429,-1.7198794,0.5631187,-0.017781429,0.0033100164,-0.0010782019,-0.0007539857,0.13507436,0.0015728044,80.0,37656,1.0080163,0.00016049999999999997,-68.18580627441406,45.826271057128906,0.2769649983543199,3008000,218,13421
95,-78.20322,19.904861,-144.75423,-44.41419,461.6875,8.0,500.0,-0.389304,-1.5846035,-0.1758819,0.01662415,-1.3099613,0.5429554,-0.016624153,0.0026134057,-0.0008816339,-0.00057419704,0.1260252,0.0014158776,80.0,37656,1.0062947,0.000159,-67.58724212646484,46.31893539428711,0.2744699988862624,3040000,220,13711
96,-83.299286,24.207863,-188.15825,-38.874565,461.78125,9.0,500.0,-0.39054826,-1.7575287,-0.12013726,0.012795366,-1.5576669,0.5007115,-0.012795366,0.0026873862,-0.0009487253,-0.00057579216,0.11689342,0.0015003998,80.0,37656,1.005281,0.00015749999999999998,-67.01051330566406,46.761295318603516,0.2719750059255665,3072000,223,13754
97,-77.1067,23.73424,-162.56952,-33.52305,469.75,9.0,500.0,-0.3684455,-1.6817172,-0.14603135,0.014450684,-1.6451128,0.45048946,-0.014450686,0.0027120477,-0.000963034,-0.0006629196,0.107677475,0.0015618025,80.0,37656,1.0067463,0.000156,-66.43416595458984,47.20267868041992,0.26948001213629597,3104000,225,13481
98,-75.21403,22.226562,-147.70457,-34.446644,469.42188,9.0,500.0,-0.3491963,-1.4077922,-0.09578857,0.013295225,-1.6712592,0.50698274,-0.013295225,0.0027458288,-0.00091876695,-0.0006594148,0.09837568,0.001592362,80.0,37656,1.0056653,0.0001545,-65.8675537109375,47.621490478515625,0.26698498996864073,3136000,227,13774
99,-76.07925,19.7066,-130.44695,-35.493095,447.40625,8.0,500.0,-0.338827,-1.7114049,-0.06359482,0.01148455,-1.7769972,0.58062,-0.01148455,0.004204125,-0.001104736,-0.0007366693,0.088986635,0.0016479308,80.0,37656,1.0058511,0.00015299999999999998,-65.31224822998047,48.01722717285156,0.26448998762702364,3168000,230,13869
100,-75.290535,27.30012,-209.4824,-26.990587,432.23077,9.0,500.0,-0.33609346,-2.3558967,-0.18633588,0.011684628,-1.465507,0.5386577,-0.011684628,0.003991739,-0.0011531152,-0.00040555236,0.07950866,0.0016887779,80.0,37656,1.0056126,0.0001515,-64.7655258178711,48.39589309692383,0.26199500105477286,3200000,232,13637
101,-74.935196,20.864664,-132.284,-28.24079,410.38028,8.0,500.0,-0.3291643,-1.47364,-0.12219441,0.010033811,-1.7023422,0.39514822,-0.010033812,0.0049820943,-0.0012257379,-0.000591391,0.06993997,0.0016961107,80.0,37656,1.0037811,0.00015,-64.22834777832031,48.75470733642578,0.2595000077268337,3232000,234,14004
102,-68.38034,19.296906,-115.24944,-35.269318,461.73438,8.0,500.0,-0.30637503,-1.6549257,-0.080592684,0.013790647,-1.5679036,0.6250806,-0.0137906475,0.0027602813,-0.00093653135,-0.0006809485,0.060278773,0.0014502679,80.0,37656,1.0061316,0.00014849999999999998,-63.69135284423828,49.113128662109375,0.25700499865343635,3264000,237,13813
103,-70.89748,20.200932,-125.65975,-36.674442,425.9394,10.0,500.0,-0.29551414,-1.5516763,-0.14428437,0.009323211,-1.5412205,0.5540085,-0.009323212,0.0033748047,-0.001035565,-0.00050168444,0.050523404,0.0016797527,80.0,37656,1.00423,0.000147,-63.169124603271484,49.44245910644531,0.2545100085945127,3296000,239,14056
104,-69.87611,20.021189,-119.20223,-37.04994,433.25757,8.0,500.0,-0.28443927,-1.7166445,-0.113958895,0.010180207,-1.5831401,0.5007344,-0.010180207,0.0034650424,-0.0010111021,-0.0004143734,0.040671825,0.0015669083,80.0,37656,1.0053875,0.00014549999999999999,-62.65234375,49.762481689453125,0.2520149942719767,3328000,241,14107
105,-69.26209,30.255543,-236.75102,-28.135452,417.3231,9.0,500.0,-0.26898032,-1.9644692,-0.0972026,0.0075475746,-1.6040292,0.46164185,-0.007547575,0.0039366973,-0.0010978689,-0.0005314659,0.030722259,0.0016691524,80.0,37656,1.0041053,0.00014399999999999998,-62.14094924926758,50.076175689697266,0.2495199874210115,3360000,244,12598
106,-66.32453,40.486553,-354.06653,-33.097748,469.48438,9.0,500.0,-0.2778332,-2.5274463,-0.09617861,0.010161265,-1.4756683,0.51041526,-0.010161264,0.0020838564,-0.0008396009,-0.0005845144,0.020672798,0.0013684802,80.0,37656,1.0045421,0.0001425,-61.642967224121094,50.365779876708984,0.24702500333171346,3392000,246,13481
107,-63.49372,21.124983,-152.31123,-30.371103,461.78125,10.0,500.0,-0.26347384,-1.3726507,-0.0782041,0.010210204,-1.6366332,0.5378259,-0.010210204,0.002769745,-0.00097288634,-0.00060879695,0.010521293,0.0015371314,80.0,37656,1.0053136,0.00014099999999999998,-61.149497985839844,50.64404296875,0.2445300130392271,3424000,249,13581
108,-69.036026,29.170113,-180.87253,-28.246994,438.82812,8.0,500.0,-0.2593232,-1.6702354,-0.1014449,0.008671791,-1.5057712,0.39764735,-0.00867179,0.003000167,-0.0009869017,-0.00068996963,0.0002655983,0.0015264913,80.0,37656,1.0038565,0.00013949999999999998,-60.66549301147461,50.90830993652344,0.2420350038509066,3456000,252,9996
109,-63.60435,21.285192,-104.77414,-30.83492,454.17188,9.0,500.0,-0.2340973,-1.4880567,-0.029804982,0.0066903443,-1.4474893,0.4332947,-0.006690345,0.002168058,-0.00081766065,-0.0005823835,-0.0100963125,0.0014441179,80.0,37656,1.0044273,0.00013799999999999997,-60.186405181884766,51.1628303527832,0.23954000774266757,3488000,254,14044
110,-61.776104,17.743574,-109.06778,-36.183437,477.4,9.0,500.0,-0.23151141,-1.4400191,-0.08896827,0.007880694,-1.5325823,0.53400826,-0.007880695,0.0019290907,-0.00073827803,-0.0004892209,-0.02056682,0.0015751615,80.0,37656,1.0045742,0.00013649999999999998,-59.71467971801758,51.40484619140625,0.23704498667431115,3520000,256,13925
111,-66.22048,23.122478,-146.0285,-32.645096,455.15625,8.0,500.0,-0.2201759,-2.633463,-0.080042705,0.0019063919,-1.7400007,0.65011334,-0.0019063919,0.002618708,-0.0008899593,-0.0005297961,-0.031147953,0.0016768719,80.0,37656,1.0007485,0.00013499999999999997,-59.25732421875,51.62372589111328,0.234550004641517,3552000,259,13731
112,-63.669735,26.1868,-197.14091,-23.342741,447.6,9.0,500.0,-0.21460196,-1.5240331,-0.07354514,0.0040876167,-1.7251043,0.5969949,-0.0040876176,0.0036781076,-0.001147005,-0.0007007881,-0.04184234,0.0017680139,80.0,37656,1.0020587,0.00013349999999999997,-58.80221939086914,51.84146499633789,0.23205500172954915,3584000,261,14077
113,-58.72076,20.109755,-103.71436,-24.552784,448.0909,10.0,500.0,-0.20457593,-1.2532349,-0.019071512,0.004007929,-1.6485872,0.5733948,-0.004007929,0.0025779414,-0.0008076068,-0.0005403757,-0.05265235,0.0015923148,80.0,37656,1.0021951,0.00013199999999999998,-58.34947204589844,52.05585861206055,0.22955999292098736,3616000,263,13664
114,-65.86101,21.556084,-112.75118,-31.587933,432.12308,8.0,500.0,-0.21808144,-1.6665223,-0.044401385,0.005502616,-1.2392633,0.49318174,-0.005502615,0.0024365955,-0.0010271254,-0.00049384066,-0.063580394,0.0017923578,80.0,37656,1.0040048,0.0001305,-57.91202163696289,52.245784759521484,0.22706501078904212,3648000,266,13902
115,-59.617172,23.25639,-155.08134,-31.685648,449.25757,10.0,500.0,-0.19576156,-1.7889159,-0.040054627,0.0031043096,-1.5523556,0.7053469,-0.003104309,0.0024675922,-0.0008800155,-0.00067368866,-0.0746293,0.001653272,80.0,37656,1.0025685,0.000129,-57.47706604003906,52.434326171875,0.22456999820972315,3680000,268,13005
116,-52.001194,19.20863,-103.131325,-25.024384,462.35385,9.0,500.0,-0.179603,-1.2456017,-0.02966746,0.004919076,-1.534488,0.43325448,-0.004919076,0.0018698678,-0.00070899003,-0.0003296039,-0.08580161,0.001431695,80.0,37656,1.0042955,0.0001275,-57.03993225097656,52.62776565551758,0.2220749994106051,3712000,270,13843
117,-59.986965,26.277687,-171.36592,-26.078289,418.93848,7.0,500.0,-0.18090677,-1.6182797,-0.08208594,0.0017333233,-1.5229915,0.42348924,-0.0017333229,0.0033095696,-0.0009948504,-0.0008874068,-0.097100146,0.001631378,80.0,37656,1.0014509,0.000126,-56.6161003112793,52.80259323120117,0.21957999823036295,3744000,273,14053
118,-60.377205,25.759508,-202.9644,-27.3725,457.66666,9.0,500.0,-0.19342698,-2.1153665,0.01799202,0.00448786,-1.3525989,0.59090024,-0.0044878596,0.0024066695,-0.0010046207,-0.00072376,-0.10852778,0.0018464935,80.0,37656,1.0036788,0.0001245,-56.20220947265625,52.9624137878418,0.2170849999824808,3776000,275,13840
119,-59.479523,21.721796,-131.14099,-21.231798,463.98462,9.0,500.0,-0.17846411,-1.3823873,-0.0220709,0.001407204,-1.7548491,0.53997934,-0.0014072044,0.0030722828,-0.0010211485,-0.0003529952,-0.12008751,0.0017922296,80.0,37656,1.0008137,0.000123,-55.79582977294922,53.1104850769043,0.21459000563005573,3808000,277,13729
120,-59.78626,22.850008,-120.64153,-25.616592,442.55383,9.0,500.0,-0.17650321,-1.0320973,-0.0752588,0.00076585275,-1.7188818,0.39187297,-0.0007658525,0.0040760944,-0.001059817,-0.00060573954,-0.13178253,0.0018491533,80.0,37656,1.0016387,0.0001215,-55.3935661315918,53.25457763671875,0.21209498773381255,3840000,280,14062
121,-51.6113,19.6173,-103.48657,-19.39438,461.75,8.0,500.0,-0.16827253,-1.0539674,-0.02276221,0.0036977765,-1.3822372,0.4240084,-0.0036977762,0.0017786478,-0.0006785856,-0.00031990337,-0.14361584,0.0015343626,80.0,37656,1.0020394,0.00011999999999999999,-54.98912811279297,53.403961181640625,0.20959999310399555,3872000,282,13614
122,-59.004425,32.930687,-276.83597,-27.369465,473.01562,11.0,500.0,-0.18500966,-2.5319293,-0.05316493,0.0026926857,-1.6335496,0.63098884,-0.0026926864,0.0022793354,-0.0008460907,-0.00050244987,-0.15559092,0.0017035102,80.0,37656,1.0023264,0.0001185,-54.60158920288086,53.5312614440918,0.20710499141287647,3904000,284,13925
123,-57.083984,21.897623,-122.55835,-27.036022,447.98462,8.0,500.0,-0.17459625,-1.231722,-0.037718065,0.0017563765,-1.4686365,0.47637358,-0.0017563766,0.002557747,-0.00084250094,-0.00043825002,-0.16771102,0.0017819514,80.0,37656,1.001193,0.000117,-54.21512985229492,53.65625762939453,0.20461000280667271,3936000,287,13196
124,-55.53214,21.020996,-103.407135,-22.796564,461.76562,8.0,500.0,-0.17104958,-1.1034594,-0.010596365,0.002016149,-1.4876819,0.3911881,-0.002016149,0.0019558864,-0.0007736581,-0.00031158724,-0.17997989,0.0017612723,80.0,37656,1.0022085,0.00011549999999999999,-53.835906982421875,53.77077102661133,0.20211499973445857,3968000,289,13364
125,-55.441936,29.726755,-188.66483,-22.080252,459.96875,8.0,500.0,-0.17774226,-1.5993602,-0.05433581,0.003650956,-1.6850357,0.41311952,-0.0036509559,0.0028056605,-0.0010376293,-0.0005188597,-0.19240116,0.0017043862,80.0,37656,1.0032367,0.00011399999999999999,-53.46431350708008,53.87896728515625,0.19962000627258156,4000000,291,13861
126,-55.909725,24.741972,-173.81696,-26.731892,455.46875,10.0,500.0,-0.17628992,-2.2851658,-0.06889302,0.0037963954,-1.5704288,0.5178651,-0.0037963933,0.002133922,-0.0008418929,-0.00047062206,-0.20497873,0.001811685,80.0,37656,1.0051912,0.0001125,-53.096435546875,53.982460021972656,0.1971250023016166,4032000,294,13925
127,-58.84483,34.463608,-225.20383,-22.400286,450.89395,10.0,500.0,-0.17608747,-2.6572797,-0.043088205,0.00076289073,-1.4696572,0.7772695,-0.000762891,0.0028107527,-0.0009843886,-0.00078302145,-0.21771644,0.0016768131,80.0,37656,1.0017825,0.00011099999999999999,-52.73892593383789,54.07431411743164,0.1946299972163167,4064000,296,14035
128,-55.26728,26.599611,-179.3256,-25.565857,447.26562,9.0,500.0,-0.17435038,-1.4967902,-0.03414183,0.0054906504,-1.5440558,0.58784187,-0.005490651,0.0023922063,-0.0009752253,-0.000584835,-0.23061843,0.0017058239,80.0,37656,1.0037017,0.00010949999999999999,-52.379966735839844,54.16903305053711,0.1921350066464794,4096000,298,13561
129,-52.670597,23.072327,-122.58114,-24.427893,457.1846,9.0,500.0,-0.16293344,-1.8577302,-0.017007947,0.003273179,-1.6115203,0.50435317,-0.0032731798,0.0034633987,-0.0010956298,-0.00091399427,-0.2436891,0.0017519181,80.0,37656,1.002269,0.00010799999999999998,-52.02510452270508,54.25984191894531,0.18964000833605357,4128000,301,13943
130,-55.72278,28.81505,-178.84587,-22.52822,459.2,10.0,500.0,-0.17360243,-2.0382874,-0.048079662,0.0024443404,-1.5678592,0.34033623,-0.002444341,0.0022624594,-0.0008850248,-0.00032590274,-0.25693312,0.0017766405,80.0,37656,1.001731,0.00010649999999999999,-51.68101501464844,54.338035583496094,0.18714499080830793,4160000,303,13667
131,-55.528038,26.489351,-138.06456,-19.06186,448.4697,7.0,500.0,-0.15659815,-1.3616118,-0.017847627,0.0005314335,-1.3484976,0.26853022,-0.000531433,0.0026271183,-0.0010109543,-0.0007234782,-0.27035472,0.0020334446,80.0,37656,1.0008442,0.00010499999999999999,-51.33869552612305,54.413978576660156,0.18464999843973373,4192000,305,13855
132,-52.01823,19.584805,-104.10609,-18.63855,462.41537,9.0,500.0,-0.15178628,-1.0405558,-0.029004939,0.002908844,-1.5636919,0.35620898,-0.0029088436,0.0025297503,-0.00088385027,-0.0005575798,-0.28395885,0.0016405402,80.0,37656,1.0031977,0.00010349999999999998,-50.997718811035156,54.48924255371094,0.18215499922464315,4224000,308,13803
133,-55.438484,24.898932,-168.81926,-29.78478,470.64062,10.0,500.0,-0.1592601,-2.031734,-0.014935568,0.0037752183,-1.1037956,0.6199012,-0.0037752185,0.0019698418,-0.0009791959,-0.0007401714,-0.29775053,0.001842773,80.0,37656,1.001338,0.00010199999999999999,-50.667503356933594,54.55183029174805,0.17965999881044067,4256000,310,13854
134,-46.400745,15.718597,-100.345024,-15.2974415,492.34375,10.0,500.0,-0.13288687,-1.1835439,-0.015356131,0.0008093718,-1.5280693,0.34289378,-0.0008093717,0.00079500105,-0.00043282617,-0.00020083686,-0.3117352,0.0014890495,80.0,37656,0.999881,0.00010049999999999998,-50.33374786376953,54.62040328979492,0.17716499774507746,4288000,313,12916
135,-53.202057,23.584866,-158.914,-20.470652,463.10938,5.0,500.0,-0.14068505,-2.0254421,-0.040016495,-0.0011274692,-1.5629058,0.3285861,0.0011274692,0.0016069522,-0.00063013146,-0.0002238034,-0.32591826,0.0016871649,80.0,37656,0.99997044,9.899999999999998e-05,-50.010223388671875,54.67776870727539,0.17466999390929466,4320000,315,13843
136,-55.38681,34.596313,-268.24594,-22.83903,473.65625,8.0,500.0,-0.15730749,-2.1910048,-0.0641887,0.0011450846,-1.38793,0.4910225,-0.0011450839,0.0018208321,-0.0008275257,-0.00078758836,-0.34030533,0.0018038168,80.0,37656,1.0009563,9.749999999999998e-05,-49.69597625732422,54.72677230834961,0.17217500544275122,4352000,317,13395
137,-53.51003,22.578133,-104.105736,-25.02478,432.13846,9.0,500.0,-0.13609421,-1.3879039,-0.043820694,-0.00080906163,-1.5539212,0.30762246,0.0008090612,0.002586402,-0.0007767719,-0.000562289,-0.35490248,0.0017405195,80.0,37656,1.0004077,9.599999999999998e-05,-49.37771224975586,54.78046798706055,0.16967999071520917,4384000,320,13823
138,-53.224762,21.034636,-111.68752,-25.729141,469.5,10.0,500.0,-0.1557031,-1.3492084,0.013495937,0.0029540425,-1.3179519,0.45910498,-0.0029540418,0.0018820867,-0.0007944498,-0.00060288305,-0.36971575,0.0016920819,80.0,37656,1.0026298,9.449999999999998e-05,-49.06820297241211,54.82372283935547,0.1671849946303627,4416000,322,13448
139,-47.584953,14.809043,-102.638306,-24.106369,484.73438,11.0,500.0,-0.15325439,-1.275304,-0.040469,0.005129737,-1.2428834,0.4418286,-0.005129737,0.001119083,-0.0005850133,-0.00043377903,-0.38475177,0.0016041049,80.0,37656,1.0045441,9.300000000000001e-05,-48.75804138183594,54.86946105957031,0.16469000754331473,4448000,324,14100
140,-56.132774,28.336452,-159.34447,-16.620789,452.95386,8.0,500.0,-0.16551194,-2.0711281,-0.052274227,0.001697721,-1.7170999,0.43485186,-0.0016977215,0.0029296938,-0.00092720013,-0.00043554464,-0.40001756,0.0018249978,80.0,37656,1.0013235,9.15e-05,-48.46115493774414,54.90260314941406,0.16219499130996928,4480000,327,13961
141,-46.929047,17.139006,-103.94293,-21.871912,484.67188,8.0,500.0,-0.15373495,-1.232459,-0.047055885,0.0054484643,-1.4589002,0.46603775,-0.0054484643,0.0011640643,-0.00058422366,-0.00030885127,-0.41551974,0.0014824832,80.0,37656,1.003022,9e-05,-48.159053802490234,54.94184112548828,0.1596999986960824,4512000,329,13934
142,-61.874493,42.703476,-299.42224,-21.391726,424.68182,8.0,500.0,-0.16489108,-2.1060677,-0.051074393,-0.0015885213,-1.6674707,0.3777322,0.0015885222,0.0039324975,-0.0011770861,-0.001223136,-0.43126607,0.002175827,80.0,37656,0.9998996,8.850000000000001e-05,-47.87352752685547,54.96683120727539,0.1572050009266209,4544000,331,14141
143,-49.694893,22.278631,-148.29396,-19.74351,488.42188,12.0,500.0,-0.14783219,-1.3986181,-0.023260258,0.0028864513,-1.7075063,0.45701325,-0.0028864518,0.0020792794,-0.0007683541,-0.0005442876,-0.4472642,0.0016227494,80.0,37656,1.0017707,8.7e-05,-47.583282470703125,54.99444580078125,0.15471000788755682,4576000,333,13927
144,-56.150066,27.191818,-145.12508,-27.505875,431.32812,9.0,500.0,-0.14709207,-1.4145178,-0.02865462,0.00052893197,-1.5511277,0.6249444,-0.0005289331,0.003171119,-0.001030373,-0.0008680241,-0.4635229,0.001671058,80.0,37656,1.0008409,8.55e-05,-47.296669006347656,55.020263671875,0.15221499611002984,4608000,336,14108
145,-51.10351,24.598654,-133.1979,-22.710121,462.57812,8.0,500.0,-0.15568012,-2.0335703,-0.06066256,0.0051838043,-1.3463278,0.4460057,-0.005183805,0.0018493746,-0.0008146203,-0.00079634273,-0.48005003,0.0015603432,80.0,37656,1.0037662,8.4e-05,-47.012149810791016,55.045127868652344,0.14972000446448497,4640000,338,13858
146,-47.914803,13.162441,-83.647095,-22.6144,500.0,500.0,500.0,-0.15020819,-1.3719052,-0.030036531,0.0058838604,-0.2918596,0.678443,-0.0058838604,0.0009515955,-0.0006054905,-0.00057615846,-0.49685475,0.0015451593,80.0,37656,1.0036016,8.25e-05,-46.73171615600586,55.06450653076172,0.14722499270890507,4672000,340,14049
147,-49.154057,27.141281,-215.54614,-21.286404,472.47693,9.0,500.0,-0.1436098,-1.6758349,-0.026262484,0.0021760145,-1.4692025,0.34150586,-0.0021760142,0.0012912534,-0.0005351977,-0.0004533869,-0.5139466,0.0013945935,80.0,37656,1.0017847,8.1e-05,-46.454811096191406,55.08384704589844,0.1447300075462838,4704000,343,14055
148,-47.660416,32.624687,-279.13422,-15.719102,487.57812,10.0,500.0,-0.14113775,-2.0839245,-0.016885042,0.002741924,-1.4953847,0.42427275,-0.0027419247,0.0010423139,-0.0005976149,-0.00041734288,-0.53133637,0.0016345326,80.0,37656,1.003041,7.95e-05,-46.181976318359375,55.100807189941406,0.1422349934292496,4736000,345,13994
149,-54.283085,26.2081,-160.49892,-19.963877,435.25757,9.0,500.0,-0.14251944,-1.5007902,-0.06512559,0.00029344743,-1.7020696,0.47370312,-0.0002934475,0.003316971,-0.00096667674,-0.00077836803,-0.54903316,0.0019354646,80.0,37656,1.0007825,7.8e-05,-45.91457748413086,55.11197280883789,0.13974000605204304,4768000,347,13620
150,-52.421345,23.314701,-173.99367,-24.810844,479.09232,11.0,500.0,-0.13947946,-1.5381669,-0.03740128,0.00082478824,-1.3678473,0.7250843,-0.000824788,0.0015614412,-0.00073448423,-0.00063318014,-0.5670491,0.0018368664,80.0,37656,1.000116,7.649999999999999e-05,-45.6522102355957,55.11741256713867,0.13724499531439174,4800000,350,14004
151,-51.27127,26.690048,-180.9373,-19.230356,464.26562,8.0,500.0,-0.13579485,-1.9120982,-0.053540334,-0.00015613432,-1.3040543,0.34541216,0.00015613466,0.0013162207,-0.00065714016,-0.0004731119,-0.58539546,0.0016796952,80.0,37656,1.0002195,7.5e-05,-45.39131546020508,55.1240348815918,0.1347500129713216,4832000,352,13603
152,-51.969795,21.936249,-103.65222,-30.164408,447.1846,8.0,500.0,-0.12833548,-1.2200509,-0.036431774,-0.0003608812,-1.5809795,0.62316346,0.00036088185,0.0022435936,-0.000779476,-0.0005215192,-0.6040849,0.0016726339,80.0,37656,1.000661,7.35e-05,-45.131961822509766,55.12875747680664,0.13225500460868164,4864000,354,14048
153,-49.05853,23.139015,-125.87709,-22.531878,471.96875,9.0,500.0,-0.12761153,-1.897223,-0.035694867,2.158916e-05,-1.7415075,0.5212652,-2.1589105e-05,0.0021186029,-0.00078400417,-0.0006002332,-0.6231303,0.0019540128,80.0,37656,1.0005882,7.199999999999999e-05,-44.877201080322266,55.13050842285156,0.12975999594514834,4896000,357,14164
154,-51.431343,24.196012,-120.68038,-17.849443,470.42188,10.0,500.0,-0.13218361,-1.3477942,-0.035688736,0.0010613442,-1.3946943,0.386618,-0.0010613438,0.0015869462,-0.00081612245,-0.00064014725,-0.64254534,0.0017033978,80.0,37656,1.0005913,7.049999999999999e-05,-44.625892639160156,55.129581451416016,0.12726498629231173,4928000,359,14000
155,-50.302082,21.895992,-138.2407,-22.196993,464.10938,11.0,500.0,-0.13175656,-3.2556622,-0.027785093,0.0007304485,-1.7241428,1.423187,-0.00073044957,0.003177587,-0.001033443,-0.000978636,-0.6623448,0.0019123578,80.0,37656,1.0018353,6.899999999999998e-05,-44.37765121459961,55.12698745727539,0.12476998822693401,4960000,361,13774
